dataset,subject_id,relpath,label,split,protocol
ami,009,009_up_ear.jpg,8,train,image_disjoint
ami,009,009_zoom_ear.jpg,8,val,image_disjoint
ami,010,010_down_ear.jpg,9,test,image_disjoint
ami,010,010_back_ear.jpg,9,train,image_disjoint
ami,010,010_front_ear.jpg,9,train,image_disjoint
ami,010,010_left_ear.jpg,9,train,image_disjoint
ami,010,010_up_ear.jpg,9,train,image_disjoint
ami,010,010_zoom_ear.jpg,9,train,image_disjoint
ami,010,010_right_ear.jpg,9,val,image_disjoint
ami,011,011_right_ear.jpg,10,test,image_disjoint
ami,011,011_back_ear.jpg,10,train,image_disjoint
ami,011,011_down_ear.jpg,10,train,image_disjoint
ami,011,011_left_ear.jpg,10,train,image_disjoint
ami,011,011_up_ear.jpg,10,train,image_disjoint
ami,011,011_zoom_ear.jpg,10,train,image_disjoint
ami,011,011_front_ear.jpg,10,val,image_disjoint
ami,012,012_front_ear.jpg,11,test,image_disjoint
ami,012,012_back_ear.jpg,11,train,image_disjoint
ami,012,012_left_ear.jpg,11,train,image_disjoint
ami,012,012_right_ear.jpg,11,train,image_disjoint
ami,012,012_up_ear.jpg,11,train,image_disjoint
ami,012,012_zoom_ear.jpg,11,train,image_disjoint
ami,012,012_down_ear.jpg,11,val,image_disjoint
ami,013,013_down_ear.jpg,12,test,image_disjoint
ami,013,013_back_ear.jpg,12,train,image_disjoint
ami,013,013_front_ear.jpg,12,train,image_disjoint
ami,013,013_left_ear.jpg,12,train,image_disjoint
ami,013,013_up_ear.jpg,12,train,image_disjoint
ami,013,013_zoom_ear.jpg,12,train,image_disjoint
ami,013,013_right_ear.jpg,12,val,image_disjoint
ami,014,014_zoom_ear.jpg,13,test,image_disjoint
ami,014,014_back_ear.jpg,13,train,image_disjoint
ami,014,014_down_ear.jpg,13,train,image_disjoint
ami,014,014_front_ear.jpg,13,train,image_disjoint
ami,014,014_left_ear.jpg,13,train,image_disjoint
ami,014,014_up_ear.jpg,13,train,image_disjoint
ami,014,014_right_ear.jpg,13,val,image_disjoint
ami,018,018_right_ear.jpg,14,test,image_disjoint
ami,018,018_back_ear.jpg,14,train,image_disjoint
ami,018,018_down_ear.jpg,14,train,image_disjoint
ami,018,018_front_ear.jpg,14,train,image_disjoint
ami,018,018_left_ear.jpg,14,train,image_disjoint
ami,018,018_up_ear.jpg,14,train,image_disjoint
ami,018,018_zoom_ear.jpg,14,val,image_disjoint
ami,019,019_down_ear.jpg,15,test,image_disjoint
ami,019,019_back_ear.jpg,15,train,image_disjoint
ami,019,019_front_ear.jpg,15,train,image_disjoint
ami,019,019_left_ear.jpg,15,train,image_disjoint
ami,019,019_right_ear.jpg,15,train,image_disjoint
ami,019,019_up_ear.jpg,15,train,image_disjoint
ami,019,019_zoom_ear.jpg,15,val,image_disjoint
ami,020,020_up_ear.jpg,16,test,image_disjoint
ami,020,020_down_ear.jpg,16,train,image_disjoint
ami,020,020_front_ear.jpg,16,train,image_disjoint
ami,020,020_left_ear.jpg,16,train,image_disjoint
ami,020,020_right_ear.jpg,16,train,image_disjoint
ami,020,020_zoom_ear.jpg,16,train,image_disjoint
ami,020,020_back_ear.jpg,16,val,image_disjoint
ami,021,021_left_ear.jpg,17,test,image_disjoint
ami,021,021_back_ear.jpg,17,train,image_disjoint
ami,021,021_down_ear.jpg,17,train,image_disjoint
ami,021,021_right_ear.jpg,17,train,image_disjoint
ami,021,021_up_ear.jpg,17,train,image_disjoint
ami,021,021_zoom_ear.jpg,17,train,image_disjoint
ami,021,021_front_ear.jpg,17,val,image_disjoint
ami,022,022_left_ear.jpg,18,test,image_disjoint
ami,022,022_back_ear.jpg,18,train,image_disjoint
ami,022,022_down_ear.jpg,18,train,image_disjoint
ami,022,022_front_ear.jpg,18,train,image_disjoint
ami,022,022_right_ear.jpg,18,train,image_disjoint
ami,022,022_zoom_ear.jpg,18,train,image_disjoint
ami,022,022_up_ear.jpg,18,val,image_disjoint
ami,023,023_down_ear.jpg,19,test,image_disjoint
ami,023,023_back_ear.jpg,19,train,image_disjoint
ami,023,023_front_ear.jpg,19,train,image_disjoint
ami,023,023_left_ear.jpg,19,train,image_disjoint
ami,023,023_right_ear.jpg,19,train,image_disjoint
ami,023,023_zoom_ear.jpg,19,train,image_disjoint
ami,023,023_up_ear.jpg,19,val,image_disjoint
ami,024,024_up_ear.jpg,20,test,image_disjoint
ami,024,024_back_ear.jpg,20,train,image_disjoint
ami,024,024_down_ear.jpg,20,train,image_disjoint
ami,024,024_front_ear.jpg,20,train,image_disjoint
ami,024,024_left_ear.jpg,20,train,image_disjoint
ami,024,024_zoom_ear.jpg,20,train,image_disjoint
ami,024,024_right_ear.jpg,20,val,image_disjoint
ami,025,025_front_ear.jpg,21,test,image_disjoint
ami,025,025_back_ear.jpg,21,train,image_disjoint
ami,025,025_down_ear.jpg,21,train,image_disjoint
ami,025,025_left_ear.jpg,21,train,image_disjoint
ami,025,025_up_ear.jpg,21,train,image_disjoint
ami,025,025_zoom_ear.jpg,21,train,image_disjoint
ami,025,025_right_ear.jpg,21,val,image_disjoint
ami,026,026_down_ear.jpg,22,test,image_disjoint
ami,026,026_back_ear.jpg,22,train,image_disjoint
ami,026,026_left_ear.jpg,22,train,image_disjoint
ami,026,026_right_ear.jpg,22,train,image_disjoint
ami,026,026_up_ear.jpg,22,train,image_disjoint
ami,026,026_zoom_ear.jpg,22,train,image_disjoint
ami,026,026_front_ear.jpg,22,val,image_disjoint
ami,027,027_zoom_ear.jpg,23,test,image_disjoint
ami,027,027_back_ear.jpg,23,train,image_disjoint
ami,027,027_down_ear.jpg,23,train,image_disjoint
ami,027,027_front_ear.jpg,23,train,image_disjoint
ami,027,027_right_ear.jpg,23,train,image_disjoint
ami,027,027_up_ear.jpg,23,train,image_disjoint
ami,027,027_left_ear.jpg,23,val,image_disjoint
ami,028,028_back_ear.jpg,24,test,image_disjoint
ami,028,028_down_ear.jpg,24,train,image_disjoint
ami,028,028_front_ear.jpg,24,train,image_disjoint
ami,028,028_left_ear.jpg,24,train,image_disjoint
ami,028,028_right_ear.jpg,24,train,image_disjoint
ami,028,028_zoom_ear.jpg,24,train,image_disjoint
ami,028,028_up_ear.jpg,24,val,image_disjoint
ami,029,029_right_ear.jpg,25,test,image_disjoint
ami,029,029_back_ear.jpg,25,train,image_disjoint
ami,029,029_down_ear.jpg,25,train,image_disjoint
ami,029,029_front_ear.jpg,25,train,image_disjoint
ami,029,029_left_ear.jpg,25,train,image_disjoint
ami,029,029_zoom_ear.jpg,25,train,image_disjoint
ami,029,029_up_ear.jpg,25,val,image_disjoint
ami,030,030_up_ear.jpg,26,test,image_disjoint
ami,030,030_back_ear.jpg,26,train,image_disjoint
ami,030,030_front_ear.jpg,26,train,image_disjoint
ami,030,030_left_ear.jpg,26,train,image_disjoint
ami,030,030_right_ear.jpg,26,train,image_disjoint
ami,030,030_zoom_ear.jpg,26,train,image_disjoint
ami,030,030_down_ear.jpg,26,val,image_disjoint
ami,031,031_down_ear.jpg,27,test,image_disjoint
ami,031,031_back_ear.jpg,27,train,image_disjoint
ami,031,031_front_ear.jpg,27,train,image_disjoint
ami,031,031_left_ear.jpg,27,train,image_disjoint
ami,031,031_right_ear.jpg,27,train,image_disjoint
ami,031,031_zoom_ear.jpg,27,train,image_disjoint
ami,031,031_up_ear.jpg,27,val,image_disjoint
ami,032,032_zoom_ear.jpg,28,test,image_disjoint
ami,032,032_back_ear.jpg,28,train,image_disjoint
ami,032,032_down_ear.jpg,28,train,image_disjoint
ami,032,032_front_ear.jpg,28,train,image_disjoint
ami,032,032_left_ear.jpg,28,train,image_disjoint
ami,032,032_right_ear.jpg,28,train,image_disjoint
ami,032,032_up_ear.jpg,28,val,image_disjoint
ami,033,033_front_ear.jpg,29,test,image_disjoint
ami,033,033_back_ear.jpg,29,train,image_disjoint
ami,033,033_down_ear.jpg,29,train,image_disjoint
ami,033,033_left_ear.jpg,29,train,image_disjoint
ami,033,033_up_ear.jpg,29,train,image_disjoint
ami,033,033_zoom_ear.jpg,29,train,image_disjoint
ami,033,033_right_ear.jpg,29,val,image_disjoint
ami,034,034_back_ear.jpg,30,test,image_disjoint
ami,034,034_down_ear.jpg,30,train,image_disjoint
ami,034,034_front_ear.jpg,30,train,image_disjoint
ami,034,034_left_ear.jpg,30,train,image_disjoint
ami,034,034_right_ear.jpg,30,train,image_disjoint
ami,034,034_zoom_ear.jpg,30,train,image_disjoint
ami,034,034_up_ear.jpg,30,val,image_disjoint
ami,035,035_left_ear.jpg,31,test,image_disjoint
ami,035,035_back_ear.jpg,31,train,image_disjoint
ami,035,035_down_ear.jpg,31,train,image_disjoint
ami,035,035_front_ear.jpg,31,train,image_disjoint
ami,035,035_right_ear.jpg,31,train,image_disjoint
ami,035,035_zoom_ear.jpg,31,train,image_disjoint
ami,035,035_up_ear.jpg,31,val,image_disjoint
ami,036,036_left_ear.jpg,32,test,image_disjoint
ami,036,036_back_ear.jpg,32,train,image_disjoint
ami,036,036_down_ear.jpg,32,train,image_disjoint
ami,036,036_right_ear.jpg,32,train,image_disjoint
ami,036,036_up_ear.jpg,32,train,image_disjoint
ami,036,036_zoom_ear.jpg,32,train,image_disjoint
ami,036,036_front_ear.jpg,32,val,image_disjoint
ami,037,037_front_ear.jpg,33,test,image_disjoint
ami,037,037_back_ear.jpg,33,train,image_disjoint
ami,037,037_down_ear.jpg,33,train,image_disjoint
ami,037,037_left_ear.jpg,33,train,image_disjoint
ami,037,037_right_ear.jpg,33,train,image_disjoint
ami,037,037_zoom_ear.jpg,33,train,image_disjoint
ami,037,037_up_ear.jpg,33,val,image_disjoint
ami,038,038_back_ear.jpg,34,test,image_disjoint
ami,038,038_down_ear.jpg,34,train,image_disjoint
ami,038,038_front_ear.jpg,34,train,image_disjoint
ami,038,038_left_ear.jpg,34,train,image_disjoint
ami,038,038_right_ear.jpg,34,train,image_disjoint
ami,038,038_up_ear.jpg,34,train,image_disjoint
ami,038,038_zoom_ear.jpg,34,val,image_disjoint
ami,039,039_right_ear.jpg,35,test,image_disjoint
ami,039,039_back_ear.jpg,35,train,image_disjoint
ami,039,039_front_ear.jpg,35,train,image_disjoint
ami,039,039_left_ear.jpg,35,train,image_disjoint
ami,039,039_up_ear.jpg,35,train,image_disjoint
ami,039,039_zoom_ear.jpg,35,train,image_disjoint
ami,039,039_down_ear.jpg,35,val,image_disjoint
ami,040,040_up_ear.jpg,36,test,image_disjoint
ami,040,040_back_ear.jpg,36,train,image_disjoint
ami,040,040_down_ear.jpg,36,train,image_disjoint
ami,040,040_left_ear.jpg,36,train,image_disjoint
ami,040,040_right_ear.jpg,36,train,image_disjoint
ami,040,040_zoom_ear.jpg,36,train,image_disjoint
ami,040,040_front_ear.jpg,36,val,image_disjoint
ami,041,041_up_ear.jpg,37,test,image_disjoint
ami,041,041_back_ear.jpg,37,train,image_disjoint
ami,041,041_down_ear.jpg,37,train,image_disjoint
ami,041,041_left_ear.jpg,37,train,image_disjoint
ami,041,041_right_ear.jpg,37,train,image_disjoint
ami,041,041_zoom_ear.jpg,37,train,image_disjoint
ami,041,041_front_ear.jpg,37,val,image_disjoint
ami,042,042_left_ear.jpg,38,test,image_disjoint
ami,042,042_down_ear.jpg,38,train,image_disjoint
ami,042,042_front_ear.jpg,38,train,image_disjoint
ami,042,042_right_ear.jpg,38,train,image_disjoint
ami,042,042_up_ear.jpg,38,train,image_disjoint
ami,042,042_zoom_ear.jpg,38,train,image_disjoint
ami,042,042_back_ear.jpg,38,val,image_disjoint
ami,043,043_right_ear.jpg,39,test,image_disjoint
ami,043,043_back_ear.jpg,39,train,image_disjoint
ami,043,043_front_ear.jpg,39,train,image_disjoint
ami,043,043_left_ear.jpg,39,train,image_disjoint
ami,043,043_up_ear.jpg,39,train,image_disjoint
ami,043,043_zoom_ear.jpg,39,train,image_disjoint
ami,043,043_down_ear.jpg,39,val,image_disjoint
ami,044,044_down_ear.jpg,40,test,image_disjoint
ami,044,044_back_ear.jpg,40,train,image_disjoint
ami,044,044_left_ear.jpg,40,train,image_disjoint
ami,044,044_right_ear.jpg,40,train,image_disjoint
ami,044,044_up_ear.jpg,40,train,image_disjoint
ami,044,044_zoom_ear.jpg,40,train,image_disjoint
ami,044,044_front_ear.jpg,40,val,image_disjoint
ami,045,045_left_ear.jpg,41,test,image_disjoint
ami,045,045_back_ear.jpg,41,train,image_disjoint
ami,045,045_down_ear.jpg,41,train,image_disjoint
ami,045,045_front_ear.jpg,41,train,image_disjoint
ami,045,045_up_ear.jpg,41,train,image_disjoint
ami,045,045_zoom_ear.jpg,41,train,image_disjoint
ami,045,045_right_ear.jpg,41,val,image_disjoint
ami,046,046_up_ear.jpg,42,test,image_disjoint
ami,046,046_down_ear.jpg,42,train,image_disjoint
ami,046,046_front_ear.jpg,42,train,image_disjoint
ami,046,046_left_ear.jpg,42,train,image_disjoint
ami,046,046_right_ear.jpg,42,train,image_disjoint
ami,046,046_zoom_ear.jpg,42,train,image_disjoint
ami,046,046_back_ear.jpg,42,val,image_disjoint
ami,047,047_right_ear.jpg,43,test,image_disjoint
ami,047,047_down_ear.jpg,43,train,image_disjoint
ami,047,047_front_ear.jpg,43,train,image_disjoint
ami,047,047_left_ear.jpg,43,train,image_disjoint
ami,047,047_up_ear.jpg,43,train,image_disjoint
ami,047,047_zoom_ear.jpg,43,train,image_disjoint
ami,047,047_back_ear.jpg,43,val,image_disjoint
ami,048,048_back_ear.jpg,44,test,image_disjoint
ami,048,048_front_ear.jpg,44,train,image_disjoint
ami,048,048_left_ear.jpg,44,train,image_disjoint
ami,048,048_right_ear.jpg,44,train,image_disjoint
ami,048,048_up_ear.jpg,44,train,image_disjoint
ami,048,048_zoom_ear.jpg,44,train,image_disjoint
ami,048,048_down_ear.jpg,44,val,image_disjoint
ami,051,051_back_ear.jpg,45,test,image_disjoint
ami,051,051_front_ear.jpg,45,train,image_disjoint
ami,051,051_left_ear.jpg,45,train,image_disjoint
ami,051,051_right_ear.jpg,45,train,image_disjoint
ami,051,051_up_ear.jpg,45,train,image_disjoint
ami,051,051_zoom_ear.jpg,45,train,image_disjoint
ami,051,051_down_ear.jpg,45,val,image_disjoint
ami,052,052_up_ear.jpg,46,test,image_disjoint
ami,052,052_back_ear.jpg,46,train,image_disjoint
ami,052,052_down_ear.jpg,46,train,image_disjoint
ami,052,052_front_ear.jpg,46,train,image_disjoint
ami,052,052_right_ear.jpg,46,train,image_disjoint
ami,052,052_zoom_ear.jpg,46,train,image_disjoint
ami,052,052_left_ear.jpg,46,val,image_disjoint
ami,053,053_front_ear.jpg,47,test,image_disjoint
ami,053,053_back_ear.jpg,47,train,image_disjoint
ami,053,053_down_ear.jpg,47,train,image_disjoint
ami,053,053_left_ear.jpg,47,train,image_disjoint
ami,053,053_right_ear.jpg,47,train,image_disjoint
ami,053,053_up_ear.jpg,47,train,image_disjoint
ami,053,053_zoom_ear.jpg,47,val,image_disjoint
ami,054,054_zoom_ear.jpg,48,test,image_disjoint
ami,054,054_back_ear.jpg,48,train,image_disjoint
ami,054,054_front_ear.jpg,48,train,image_disjoint
ami,054,054_left_ear.jpg,48,train,image_disjoint
ami,054,054_right_ear.jpg,48,train,image_disjoint
ami,054,054_up_ear.jpg,48,train,image_disjoint
ami,054,054_down_ear.jpg,48,val,image_disjoint
ami,055,055_down_ear.jpg,49,test,image_disjoint
ami,055,055_back_ear.jpg,49,train,image_disjoint
ami,055,055_front_ear.jpg,49,train,image_disjoint
ami,055,055_left_ear.jpg,49,train,image_disjoint
ami,055,055_right_ear.jpg,49,train,image_disjoint
ami,055,055_up_ear.jpg,49,train,image_disjoint
ami,055,055_zoom_ear.jpg,49,val,image_disjoint
ami,056,056_back_ear.jpg,50,test,image_disjoint
ami,056,056_down_ear.jpg,50,train,image_disjoint
ami,056,056_front_ear.jpg,50,train,image_disjoint
ami,056,056_left_ear.jpg,50,train,image_disjoint
ami,056,056_right_ear.jpg,50,train,image_disjoint
ami,056,056_up_ear.jpg,50,train,image_disjoint
ami,056,056_zoom_ear.jpg,50,val,image_disjoint
ami,057,057_right_ear.jpg,51,test,image_disjoint
ami,057,057_back_ear.jpg,51,train,image_disjoint
ami,057,057_down_ear.jpg,51,train,image_disjoint
ami,057,057_front_ear.jpg,51,train,image_disjoint
ami,057,057_up_ear.jpg,51,train,image_disjoint
ami,057,057_zoom_ear.jpg,51,train,image_disjoint
ami,057,057_left_ear.jpg,51,val,image_disjoint
ami,058,058_back_ear.jpg,52,test,image_disjoint
ami,058,058_down_ear.jpg,52,train,image_disjoint
ami,058,058_front_ear.jpg,52,train,image_disjoint
ami,058,058_left_ear.jpg,52,train,image_disjoint
ami,058,058_up_ear.jpg,52,train,image_disjoint
ami,058,058_zoom_ear.jpg,52,train,image_disjoint
ami,058,058_right_ear.jpg,52,val,image_disjoint
ami,059,059_back_ear.jpg,53,test,image_disjoint
ami,059,059_front_ear.jpg,53,train,image_disjoint
ami,059,059_left_ear.jpg,53,train,image_disjoint
ami,059,059_right_ear.jpg,53,train,image_disjoint
ami,059,059_up_ear.jpg,53,train,image_disjoint
ami,059,059_zoom_ear.jpg,53,train,image_disjoint
ami,059,059_down_ear.jpg,53,val,image_disjoint
ami,061,061_zoom_ear.jpg,54,test,image_disjoint
ami,061,061_back_ear.jpg,54,train,image_disjoint
ami,061,061_down_ear.jpg,54,train,image_disjoint
ami,061,061_left_ear.jpg,54,train,image_disjoint
ami,061,061_right_ear.jpg,54,train,image_disjoint
ami,061,061_up_ear.jpg,54,train,image_disjoint
ami,061,061_front_ear.jpg,54,val,image_disjoint
ami,062,062_down_ear.jpg,55,test,image_disjoint
ami,062,062_back_ear.jpg,55,train,image_disjoint
ami,062,062_front_ear.jpg,55,train,image_disjoint
ami,062,062_left_ear.jpg,55,train,image_disjoint
ami,062,062_right_ear.jpg,55,train,image_disjoint
ami,062,062_up_ear.jpg,55,train,image_disjoint
ami,062,062_zoom_ear.jpg,55,val,image_disjoint
ami,063,063_zoom_ear.jpg,56,test,image_disjoint
ami,063,063_back_ear.jpg,56,train,image_disjoint
ami,063,063_down_ear.jpg,56,train,image_disjoint
ami,063,063_front_ear.jpg,56,train,image_disjoint
ami,063,063_left_ear.jpg,56,train,image_disjoint
ami,063,063_right_ear.jpg,56,train,image_disjoint
ami,063,063_up_ear.jpg,56,val,image_disjoint
ami,064,064_up_ear.jpg,57,test,image_disjoint
ami,064,064_back_ear.jpg,57,train,image_disjoint
ami,064,064_down_ear.jpg,57,train,image_disjoint
ami,064,064_front_ear.jpg,57,train,image_disjoint
ami,064,064_left_ear.jpg,57,train,image_disjoint
ami,064,064_zoom_ear.jpg,57,train,image_disjoint
ami,064,064_right_ear.jpg,57,val,image_disjoint
ami,065,065_back_ear.jpg,58,test,image_disjoint
ami,065,065_down_ear.jpg,58,train,image_disjoint
ami,065,065_front_ear.jpg,58,train,image_disjoint
ami,065,065_left_ear.jpg,58,train,image_disjoint
ami,065,065_right_ear.jpg,58,train,image_disjoint
ami,065,065_zoom_ear.jpg,58,train,image_disjoint
ami,065,065_up_ear.jpg,58,val,image_disjoint
ami,066,066_right_ear.jpg,59,test,image_disjoint
ami,066,066_back_ear.jpg,59,train,image_disjoint
ami,066,066_down_ear.jpg,59,train,image_disjoint
ami,066,066_front_ear.jpg,59,train,image_disjoint
ami,066,066_left_ear.jpg,59,train,image_disjoint
ami,066,066_up_ear.jpg,59,train,image_disjoint
ami,066,066_zoom_ear.jpg,59,val,image_disjoint
ami,067,067_back_ear.jpg,60,test,image_disjoint
ami,067,067_down_ear.jpg,60,train,image_disjoint
ami,067,067_front_ear.jpg,60,train,image_disjoint
ami,067,067_left_ear.jpg,60,train,image_disjoint
ami,067,067_right_ear.jpg,60,train,image_disjoint
ami,067,067_zoom_ear.jpg,60,train,image_disjoint
ami,067,067_up_ear.jpg,60,val,image_disjoint
ami,068,068_right_ear.jpg,61,test,image_disjoint
ami,068,068_back_ear.jpg,61,train,image_disjoint
ami,068,068_down_ear.jpg,61,train,image_disjoint
ami,068,068_front_ear.jpg,61,train,image_disjoint
ami,068,068_left_ear.jpg,61,train,image_disjoint
ami,068,068_up_ear.jpg,61,train,image_disjoint
ami,068,068_zoom_ear.jpg,61,val,image_disjoint
ami,069,069_up_ear.jpg,62,test,image_disjoint
ami,069,069_back_ear.jpg,62,train,image_disjoint
ami,069,069_down_ear.jpg,62,train,image_disjoint
ami,069,069_front_ear.jpg,62,train,image_disjoint
ami,069,069_right_ear.jpg,62,train,image_disjoint
ami,069,069_zoom_ear.jpg,62,train,image_disjoint
ami,069,069_left_ear.jpg,62,val,image_disjoint
ami,070,070_front_ear.jpg,63,test,image_disjoint
ami,070,070_back_ear.jpg,63,train,image_disjoint
ami,070,070_left_ear.jpg,63,train,image_disjoint
ami,070,070_right_ear.jpg,63,train,image_disjoint
ami,070,070_up_ear.jpg,63,train,image_disjoint
ami,070,070_zoom_ear.jpg,63,train,image_disjoint
ami,070,070_down_ear.jpg,63,val,image_disjoint
ami,071,071_down_ear.jpg,64,test,image_disjoint
ami,071,071_back_ear.jpg,64,train,image_disjoint
ami,071,071_front_ear.jpg,64,train,image_disjoint
ami,071,071_left_ear.jpg,64,train,image_disjoint
ami,071,071_up_ear.jpg,64,train,image_disjoint
ami,071,071_zoom_ear.jpg,64,train,image_disjoint
ami,071,071_right_ear.jpg,64,val,image_disjoint
ami,072,072_right_ear.jpg,65,test,image_disjoint
ami,072,072_back_ear.jpg,65,train,image_disjoint
ami,072,072_down_ear.jpg,65,train,image_disjoint
ami,072,072_front_ear.jpg,65,train,image_disjoint
ami,072,072_up_ear.jpg,65,train,image_disjoint
ami,072,072_zoom_ear.jpg,65,train,image_disjoint
ami,072,072_left_ear.jpg,65,val,image_disjoint
ami,073,073_left_ear.jpg,66,test,image_disjoint
ami,073,073_back_ear.jpg,66,train,image_disjoint
ami,073,073_down_ear.jpg,66,train,image_disjoint
ami,073,073_front_ear.jpg,66,train,image_disjoint
ami,073,073_up_ear.jpg,66,train,image_disjoint
ami,073,073_zoom_ear.jpg,66,train,image_disjoint
ami,073,073_right_ear.jpg,66,val,image_disjoint
ami,074,074_zoom_ear.jpg,67,test,image_disjoint
ami,074,074_back_ear.jpg,67,train,image_disjoint
ami,074,074_down_ear.jpg,67,train,image_disjoint
ami,074,074_front_ear.jpg,67,train,image_disjoint
ami,074,074_left_ear.jpg,67,train,image_disjoint
ami,074,074_right_ear.jpg,67,train,image_disjoint
ami,074,074_up_ear.jpg,67,val,image_disjoint
ami,075,075_up_ear.jpg,68,test,image_disjoint
ami,075,075_back_ear.jpg,68,train,image_disjoint
ami,075,075_front_ear.jpg,68,train,image_disjoint
ami,075,075_left_ear.jpg,68,train,image_disjoint
ami,075,075_right_ear.jpg,68,train,image_disjoint
ami,075,075_zoom_ear.jpg,68,train,image_disjoint
ami,075,075_down_ear.jpg,68,val,image_disjoint
ami,076,076_right_ear.jpg,69,test,image_disjoint
ami,076,076_back_ear.jpg,69,train,image_disjoint
ami,076,076_down_ear.jpg,69,train,image_disjoint
ami,076,076_left_ear.jpg,69,train,image_disjoint
ami,076,076_up_ear.jpg,69,train,image_disjoint
ami,076,076_zoom_ear.jpg,69,train,image_disjoint
ami,076,076_front_ear.jpg,69,val,image_disjoint
ami,077,077_left_ear.jpg,70,test,image_disjoint
ami,077,077_back_ear.jpg,70,train,image_disjoint
ami,077,077_down_ear.jpg,70,train,image_disjoint
ami,077,077_front_ear.jpg,70,train,image_disjoint
ami,077,077_right_ear.jpg,70,train,image_disjoint
ami,077,077_up_ear.jpg,70,train,image_disjoint
ami,077,077_zoom_ear.jpg,70,val,image_disjoint
ami,078,078_down_ear.jpg,71,test,image_disjoint
ami,078,078_back_ear.jpg,71,train,image_disjoint
ami,078,078_left_ear.jpg,71,train,image_disjoint
ami,078,078_right_ear.jpg,71,train,image_disjoint
ami,078,078_up_ear.jpg,71,train,image_disjoint
ami,078,078_zoom_ear.jpg,71,train,image_disjoint
ami,078,078_front_ear.jpg,71,val,image_disjoint
ami,079,079_right_ear.jpg,72,test,image_disjoint
ami,079,079_back_ear.jpg,72,train,image_disjoint
ami,079,079_down_ear.jpg,72,train,image_disjoint
ami,079,079_front_ear.jpg,72,train,image_disjoint
ami,079,079_left_ear.jpg,72,train,image_disjoint
ami,079,079_zoom_ear.jpg,72,train,image_disjoint
ami,079,079_up_ear.jpg,72,val,image_disjoint
