dataset,subject_id,relpath,label,split,protocol,verif_label
ami,033,033_left_ear.jpg,29,heldout_probe,subject_disjoint,
ami,033,033_right_ear.jpg,29,heldout_probe,subject_disjoint,
ami,033,033_up_ear.jpg,29,heldout_probe,subject_disjoint,
ami,033,033_zoom_ear.jpg,29,heldout_probe,subject_disjoint,
ami,037,037_back_ear.jpg,33,heldout_probe,subject_disjoint,
ami,037,037_down_ear.jpg,33,heldout_probe,subject_disjoint,
ami,037,037_front_ear.jpg,33,heldout_probe,subject_disjoint,
ami,037,037_left_ear.jpg,33,heldout_probe,subject_disjoint,
ami,037,037_right_ear.jpg,33,heldout_probe,subject_disjoint,
ami,037,037_up_ear.jpg,33,heldout_probe,subject_disjoint,
ami,037,037_zoom_ear.jpg,33,heldout_probe,subject_disjoint,
ami,038,038_back_ear.jpg,34,heldout_probe,subject_disjoint,
ami,038,038_down_ear.jpg,34,heldout_probe,subject_disjoint,
ami,038,038_front_ear.jpg,34,heldout_probe,subject_disjoint,
ami,038,038_left_ear.jpg,34,heldout_probe,subject_disjoint,
ami,038,038_right_ear.jpg,34,heldout_probe,subject_disjoint,
ami,038,038_up_ear.jpg,34,heldout_probe,subject_disjoint,
ami,038,038_zoom_ear.jpg,34,heldout_probe,subject_disjoint,
ami,042,042_back_ear.jpg,38,heldout_probe,subject_disjoint,
ami,042,042_down_ear.jpg,38,heldout_probe,subject_disjoint,
ami,042,042_front_ear.jpg,38,heldout_probe,subject_disjoint,
ami,042,042_left_ear.jpg,38,heldout_probe,subject_disjoint,
ami,042,042_right_ear.jpg,38,heldout_probe,subject_disjoint,
ami,042,042_up_ear.jpg,38,heldout_probe,subject_disjoint,
ami,042,042_zoom_ear.jpg,38,heldout_probe,subject_disjoint,
ami,043,043_back_ear.jpg,39,heldout_probe,subject_disjoint,
ami,043,043_down_ear.jpg,39,heldout_probe,subject_disjoint,
ami,043,043_front_ear.jpg,39,heldout_probe,subject_disjoint,
ami,043,043_left_ear.jpg,39,heldout_probe,subject_disjoint,
ami,043,043_right_ear.jpg,39,heldout_probe,subject_disjoint,
ami,043,043_up_ear.jpg,39,heldout_probe,subject_disjoint,
ami,043,043_zoom_ear.jpg,39,heldout_probe,subject_disjoint,
ami,046,046_back_ear.jpg,42,heldout_probe,subject_disjoint,
ami,046,046_down_ear.jpg,42,heldout_probe,subject_disjoint,
ami,046,046_front_ear.jpg,42,heldout_probe,subject_disjoint,
ami,046,046_left_ear.jpg,42,heldout_probe,subject_disjoint,
ami,046,046_right_ear.jpg,42,heldout_probe,subject_disjoint,
ami,046,046_up_ear.jpg,42,heldout_probe,subject_disjoint,
ami,046,046_zoom_ear.jpg,42,heldout_probe,subject_disjoint,
ami,051,051_back_ear.jpg,45,heldout_probe,subject_disjoint,
ami,051,051_down_ear.jpg,45,heldout_probe,subject_disjoint,
ami,051,051_front_ear.jpg,45,heldout_probe,subject_disjoint,
ami,051,051_left_ear.jpg,45,heldout_probe,subject_disjoint,
ami,051,051_right_ear.jpg,45,heldout_probe,subject_disjoint,
ami,051,051_up_ear.jpg,45,heldout_probe,subject_disjoint,
ami,051,051_zoom_ear.jpg,45,heldout_probe,subject_disjoint,
ami,052,052_back_ear.jpg,46,heldout_probe,subject_disjoint,
ami,052,052_down_ear.jpg,46,heldout_probe,subject_disjoint,
ami,052,052_front_ear.jpg,46,heldout_probe,subject_disjoint,
ami,052,052_left_ear.jpg,46,heldout_probe,subject_disjoint,
ami,052,052_right_ear.jpg,46,heldout_probe,subject_disjoint,
ami,052,052_up_ear.jpg,46,heldout_probe,subject_disjoint,
ami,052,052_zoom_ear.jpg,46,heldout_probe,subject_disjoint,
ami,055,055_back_ear.jpg,49,heldout_probe,subject_disjoint,
ami,055,055_down_ear.jpg,49,heldout_probe,subject_disjoint,
ami,055,055_front_ear.jpg,49,heldout_probe,subject_disjoint,
ami,055,055_left_ear.jpg,49,heldout_probe,subject_disjoint,
ami,055,055_right_ear.jpg,49,heldout_probe,subject_disjoint,
ami,055,055_up_ear.jpg,49,heldout_probe,subject_disjoint,
ami,055,055_zoom_ear.jpg,49,heldout_probe,subject_disjoint,
ami,056,056_back_ear.jpg,50,heldout_probe,subject_disjoint,
ami,056,056_down_ear.jpg,50,heldout_probe,subject_disjoint,
ami,056,056_front_ear.jpg,50,heldout_probe,subject_disjoint,
ami,056,056_left_ear.jpg,50,heldout_probe,subject_disjoint,
ami,056,056_right_ear.jpg,50,heldout_probe,subject_disjoint,
ami,056,056_up_ear.jpg,50,heldout_probe,subject_disjoint,
ami,056,056_zoom_ear.jpg,50,heldout_probe,subject_disjoint,
ami,058,058_back_ear.jpg,52,heldout_probe,subject_disjoint,
ami,058,058_down_ear.jpg,52,heldout_probe,subject_disjoint,
ami,058,058_front_ear.jpg,52,heldout_probe,subject_disjoint,
ami,058,058_left_ear.jpg,52,heldout_probe,subject_disjoint,
ami,058,058_right_ear.jpg,52,heldout_probe,subject_disjoint,
ami,058,058_up_ear.jpg,52,heldout_probe,subject_disjoint,
ami,058,058_zoom_ear.jpg,52,heldout_probe,subject_disjoint,
ami,059,059_back_ear.jpg,53,heldout_probe,subject_disjoint,
ami,059,059_down_ear.jpg,53,heldout_probe,subject_disjoint,
ami,059,059_front_ear.jpg,53,heldout_probe,subject_disjoint,
ami,059,059_left_ear.jpg,53,heldout_probe,subject_disjoint,
ami,059,059_right_ear.jpg,53,heldout_probe,subject_disjoint,
ami,059,059_up_ear.jpg,53,heldout_probe,subject_disjoint,
ami,059,059_zoom_ear.jpg,53,heldout_probe,subject_disjoint,
ami,061,061_back_ear.jpg,54,heldout_probe,subject_disjoint,
ami,061,061_down_ear.jpg,54,heldout_probe,subject_disjoint,
ami,061,061_front_ear.jpg,54,heldout_probe,subject_disjoint,
ami,061,061_left_ear.jpg,54,heldout_probe,subject_disjoint,
ami,061,061_right_ear.jpg,54,heldout_probe,subject_disjoint,
ami,061,061_up_ear.jpg,54,heldout_probe,subject_disjoint,
ami,061,061_zoom_ear.jpg,54,heldout_probe,subject_disjoint,
ami,063,063_back_ear.jpg,56,heldout_probe,subject_disjoint,
ami,063,063_down_ear.jpg,56,heldout_probe,subject_disjoint,
ami,063,063_front_ear.jpg,56,heldout_probe,subject_disjoint,
ami,063,063_left_ear.jpg,56,heldout_probe,subject_disjoint,
ami,063,063_right_ear.jpg,56,heldout_probe,subject_disjoint,
ami,063,063_up_ear.jpg,56,heldout_probe,subject_disjoint,
ami,063,063_zoom_ear.jpg,56,heldout_probe,subject_disjoint,
ami,064,064_back_ear.jpg,57,heldout_probe,subject_disjoint,
ami,064,064_down_ear.jpg,57,heldout_probe,subject_disjoint,
ami,064,064_front_ear.jpg,57,heldout_probe,subject_disjoint,
ami,064,064_left_ear.jpg,57,heldout_probe,subject_disjoint,
ami,064,064_right_ear.jpg,57,heldout_probe,subject_disjoint,
ami,064,064_up_ear.jpg,57,heldout_probe,subject_disjoint,
ami,064,064_zoom_ear.jpg,57,heldout_probe,subject_disjoint,
ami,077,077_back_ear.jpg,70,heldout_probe,subject_disjoint,
ami,077,077_down_ear.jpg,70,heldout_probe,subject_disjoint,
ami,077,077_front_ear.jpg,70,heldout_probe,subject_disjoint,
ami,077,077_left_ear.jpg,70,heldout_probe,subject_disjoint,
ami,077,077_right_ear.jpg,70,heldout_probe,subject_disjoint,
ami,077,077_up_ear.jpg,70,heldout_probe,subject_disjoint,
ami,077,077_zoom_ear.jpg,70,heldout_probe,subject_disjoint,
ami,080,080_back_ear.jpg,73,heldout_probe,subject_disjoint,
ami,080,080_down_ear.jpg,73,heldout_probe,subject_disjoint,
ami,080,080_front_ear.jpg,73,heldout_probe,subject_disjoint,
ami,080,080_left_ear.jpg,73,heldout_probe,subject_disjoint,
ami,080,080_right_ear.jpg,73,heldout_probe,subject_disjoint,
ami,080,080_up_ear.jpg,73,heldout_probe,subject_disjoint,
ami,080,080_zoom_ear.jpg,73,heldout_probe,subject_disjoint,
ami,083,083_back_ear.jpg,76,heldout_probe,subject_disjoint,
ami,083,083_down_ear.jpg,76,heldout_probe,subject_disjoint,
ami,083,083_front_ear.jpg,76,heldout_probe,subject_disjoint,
ami,083,083_left_ear.jpg,76,heldout_probe,subject_disjoint,
ami,083,083_right_ear.jpg,76,heldout_probe,subject_disjoint,
ami,083,083_up_ear.jpg,76,heldout_probe,subject_disjoint,
ami,083,083_zoom_ear.jpg,76,heldout_probe,subject_disjoint,
ami,085,085_back_ear.jpg,78,heldout_probe,subject_disjoint,
ami,085,085_down_ear.jpg,78,heldout_probe,subject_disjoint,
ami,085,085_front_ear.jpg,78,heldout_probe,subject_disjoint,
ami,085,085_left_ear.jpg,78,heldout_probe,subject_disjoint,
ami,085,085_right_ear.jpg,78,heldout_probe,subject_disjoint,
ami,085,085_up_ear.jpg,78,heldout_probe,subject_disjoint,
ami,085,085_zoom_ear.jpg,78,heldout_probe,subject_disjoint,
ami,088,088_back_ear.jpg,81,heldout_probe,subject_disjoint,
ami,088,088_down_ear.jpg,81,heldout_probe,subject_disjoint,
ami,088,088_front_ear.jpg,81,heldout_probe,subject_disjoint,
ami,088,088_left_ear.jpg,81,heldout_probe,subject_disjoint,
ami,088,088_right_ear.jpg,81,heldout_probe,subject_disjoint,
ami,088,088_up_ear.jpg,81,heldout_probe,subject_disjoint,
ami,088,088_zoom_ear.jpg,81,heldout_probe,subject_disjoint,
ami,089,089_back_ear.jpg,82,heldout_probe,subject_disjoint,
ami,089,089_down_ear.jpg,82,heldout_probe,subject_disjoint,
ami,089,089_front_ear.jpg,82,heldout_probe,subject_disjoint,
ami,089,089_left_ear.jpg,82,heldout_probe,subject_disjoint,
ami,089,089_right_ear.jpg,82,heldout_probe,subject_disjoint,
ami,089,089_up_ear.jpg,82,heldout_probe,subject_disjoint,
ami,089,089_zoom_ear.jpg,82,heldout_probe,subject_disjoint,
ami,097,097_back_ear.jpg,90,heldout_probe,subject_disjoint,
ami,097,097_down_ear.jpg,90,heldout_probe,subject_disjoint,
ami,097,097_front_ear.jpg,90,heldout_probe,subject_disjoint,
ami,097,097_left_ear.jpg,90,heldout_probe,subject_disjoint,
ami,097,097_right_ear.jpg,90,heldout_probe,subject_disjoint,
ami,097,097_up_ear.jpg,90,heldout_probe,subject_disjoint,
ami,097,097_zoom_ear.jpg,90,heldout_probe,subject_disjoint,
ami,101,101_back_ear.jpg,94,heldout_probe,subject_disjoint,
ami,101,101_down_ear.jpg,94,heldout_probe,subject_disjoint,
ami,101,101_front_ear.jpg,94,heldout_probe,subject_disjoint,
ami,101,101_left_ear.jpg,94,heldout_probe,subject_disjoint,
ami,101,101_right_ear.jpg,94,heldout_probe,subject_disjoint,
ami,101,101_up_ear.jpg,94,heldout_probe,subject_disjoint,
ami,101,101_zoom_ear.jpg,94,heldout_probe,subject_disjoint,
ami,105,105_back_ear.jpg,98,heldout_probe,subject_disjoint,
ami,105,105_down_ear.jpg,98,heldout_probe,subject_disjoint,
ami,105,105_front_ear.jpg,98,heldout_probe,subject_disjoint,
ami,105,105_left_ear.jpg,98,heldout_probe,subject_disjoint,
ami,105,105_right_ear.jpg,98,heldout_probe,subject_disjoint,
ami,105,105_up_ear.jpg,98,heldout_probe,subject_disjoint,
ami,105,105_zoom_ear.jpg,98,heldout_probe,subject_disjoint,
ami,106,106_back_ear.jpg,99,heldout_probe,subject_disjoint,
ami,106,106_down_ear.jpg,99,heldout_probe,subject_disjoint,
ami,106,106_front_ear.jpg,99,heldout_probe,subject_disjoint,
ami,106,106_left_ear.jpg,99,heldout_probe,subject_disjoint,
ami,106,106_right_ear.jpg,99,heldout_probe,subject_disjoint,
ami,106,106_up_ear.jpg,99,heldout_probe,subject_disjoint,
ami,106,106_zoom_ear.jpg,99,heldout_probe,subject_disjoint,
ami,001,001_back_ear.jpg,1,train,subject_disjoint,0.0
ami,001,001_down_ear.jpg,1,train,subject_disjoint,0.0
ami,001,001_front_ear.jpg,1,train,subject_disjoint,0.0
ami,001,001_left_ear.jpg,1,train,subject_disjoint,0.0
ami,001,001_zoom_ear.jpg,1,train,subject_disjoint,0.0
ami,002,002_back_ear.jpg,2,train,subject_disjoint,1.0
ami,002,002_front_ear.jpg,2,train,subject_disjoint,1.0
ami,002,002_left_ear.jpg,2,train,subject_disjoint,1.0
ami,002,002_right_ear.jpg,2,train,subject_disjoint,1.0
ami,002,002_up_ear.jpg,2,train,subject_disjoint,1.0
ami,003,003_back_ear.jpg,3,train,subject_disjoint,2.0
ami,003,003_front_ear.jpg,3,train,subject_disjoint,2.0
ami,003,003_right_ear.jpg,3,train,subject_disjoint,2.0
ami,003,003_up_ear.jpg,3,train,subject_disjoint,2.0
ami,003,003_zoom_ear.jpg,3,train,subject_disjoint,2.0
ami,005,005_back_ear.jpg,5,train,subject_disjoint,3.0
ami,005,005_down_ear.jpg,5,train,subject_disjoint,3.0
ami,005,005_left_ear.jpg,5,train,subject_disjoint,3.0
ami,005,005_right_ear.jpg,5,train,subject_disjoint,3.0
ami,005,005_zoom_ear.jpg,5,train,subject_disjoint,3.0
ami,007,007_back_ear.jpg,6,train,subject_disjoint,4.0
ami,007,007_down_ear.jpg,6,train,subject_disjoint,4.0
ami,007,007_left_ear.jpg,6,train,subject_disjoint,4.0
ami,007,007_up_ear.jpg,6,train,subject_disjoint,4.0
ami,007,007_zoom_ear.jpg,6,train,subject_disjoint,4.0
ami,008,008_back_ear.jpg,7,train,subject_disjoint,5.0
ami,008,008_down_ear.jpg,7,train,subject_disjoint,5.0
ami,008,008_left_ear.jpg,7,train,subject_disjoint,5.0
ami,008,008_right_ear.jpg,7,train,subject_disjoint,5.0
ami,008,008_up_ear.jpg,7,train,subject_disjoint,5.0
ami,009,009_back_ear.jpg,8,train,subject_disjoint,6.0
ami,009,009_front_ear.jpg,8,train,subject_disjoint,6.0
ami,009,009_left_ear.jpg,8,train,subject_disjoint,6.0
ami,009,009_up_ear.jpg,8,train,subject_disjoint,6.0
ami,009,009_zoom_ear.jpg,8,train,subject_disjoint,6.0
ami,010,010_back_ear.jpg,9,train,subject_disjoint,7.0
ami,010,010_down_ear.jpg,9,train,subject_disjoint,7.0
ami,010,010_front_ear.jpg,9,train,subject_disjoint,7.0
ami,010,010_left_ear.jpg,9,train,subject_disjoint,7.0
ami,010,010_up_ear.jpg,9,train,subject_disjoint,7.0
ami,011,011_back_ear.jpg,10,train,subject_disjoint,8.0
ami,011,011_down_ear.jpg,10,train,subject_disjoint,8.0
ami,011,011_front_ear.jpg,10,train,subject_disjoint,8.0
ami,011,011_right_ear.jpg,10,train,subject_disjoint,8.0
ami,011,011_zoom_ear.jpg,10,train,subject_disjoint,8.0
ami,012,012_back_ear.jpg,11,train,subject_disjoint,9.0
ami,012,012_down_ear.jpg,11,train,subject_disjoint,9.0
ami,012,012_front_ear.jpg,11,train,subject_disjoint,9.0
ami,012,012_left_ear.jpg,11,train,subject_disjoint,9.0
ami,012,012_right_ear.jpg,11,train,subject_disjoint,9.0
ami,013,013_back_ear.jpg,12,train,subject_disjoint,10.0
ami,013,013_down_ear.jpg,12,train,subject_disjoint,10.0
ami,013,013_right_ear.jpg,12,train,subject_disjoint,10.0
ami,013,013_up_ear.jpg,12,train,subject_disjoint,10.0
ami,013,013_zoom_ear.jpg,12,train,subject_disjoint,10.0
ami,014,014_down_ear.jpg,13,train,subject_disjoint,11.0
ami,014,014_front_ear.jpg,13,train,subject_disjoint,11.0
ami,014,014_left_ear.jpg,13,train,subject_disjoint,11.0
ami,014,014_right_ear.jpg,13,train,subject_disjoint,11.0
ami,014,014_zoom_ear.jpg,13,train,subject_disjoint,11.0
ami,018,018_down_ear.jpg,14,train,subject_disjoint,12.0
ami,018,018_front_ear.jpg,14,train,subject_disjoint,12.0
ami,018,018_left_ear.jpg,14,train,subject_disjoint,12.0
ami,018,018_right_ear.jpg,14,train,subject_disjoint,12.0
ami,018,018_up_ear.jpg,14,train,subject_disjoint,12.0
ami,020,020_back_ear.jpg,16,train,subject_disjoint,13.0
ami,020,020_front_ear.jpg,16,train,subject_disjoint,13.0
ami,020,020_right_ear.jpg,16,train,subject_disjoint,13.0
ami,020,020_up_ear.jpg,16,train,subject_disjoint,13.0
ami,020,020_zoom_ear.jpg,16,train,subject_disjoint,13.0
ami,021,021_back_ear.jpg,17,train,subject_disjoint,14.0
ami,021,021_front_ear.jpg,17,train,subject_disjoint,14.0
ami,021,021_left_ear.jpg,17,train,subject_disjoint,14.0
ami,021,021_up_ear.jpg,17,train,subject_disjoint,14.0
ami,021,021_zoom_ear.jpg,17,train,subject_disjoint,14.0
ami,022,022_down_ear.jpg,18,train,subject_disjoint,15.0
ami,022,022_front_ear.jpg,18,train,subject_disjoint,15.0
ami,022,022_left_ear.jpg,18,train,subject_disjoint,15.0
ami,022,022_right_ear.jpg,18,train,subject_disjoint,15.0
ami,022,022_zoom_ear.jpg,18,train,subject_disjoint,15.0
ami,023,023_front_ear.jpg,19,train,subject_disjoint,16.0
ami,023,023_left_ear.jpg,19,train,subject_disjoint,16.0
ami,023,023_right_ear.jpg,19,train,subject_disjoint,16.0
ami,023,023_up_ear.jpg,19,train,subject_disjoint,16.0
ami,023,023_zoom_ear.jpg,19,train,subject_disjoint,16.0
ami,024,024_back_ear.jpg,20,train,subject_disjoint,17.0
ami,024,024_front_ear.jpg,20,train,subject_disjoint,17.0
ami,024,024_left_ear.jpg,20,train,subject_disjoint,17.0
ami,024,024_up_ear.jpg,20,train,subject_disjoint,17.0
ami,024,024_zoom_ear.jpg,20,train,subject_disjoint,17.0
ami,025,025_back_ear.jpg,21,train,subject_disjoint,18.0
ami,025,025_front_ear.jpg,21,train,subject_disjoint,18.0
ami,025,025_left_ear.jpg,21,train,subject_disjoint,18.0
ami,025,025_right_ear.jpg,21,train,subject_disjoint,18.0
ami,025,025_up_ear.jpg,21,train,subject_disjoint,18.0
ami,026,026_back_ear.jpg,22,train,subject_disjoint,19.0
ami,026,026_down_ear.jpg,22,train,subject_disjoint,19.0
ami,026,026_right_ear.jpg,22,train,subject_disjoint,19.0
ami,026,026_up_ear.jpg,22,train,subject_disjoint,19.0
ami,026,026_zoom_ear.jpg,22,train,subject_disjoint,19.0
ami,027,027_back_ear.jpg,23,train,subject_disjoint,20.0
ami,027,027_down_ear.jpg,23,train,subject_disjoint,20.0
ami,027,027_left_ear.jpg,23,train,subject_disjoint,20.0
ami,027,027_up_ear.jpg,23,train,subject_disjoint,20.0
ami,027,027_zoom_ear.jpg,23,train,subject_disjoint,20.0
ami,028,028_back_ear.jpg,24,train,subject_disjoint,21.0
ami,028,028_down_ear.jpg,24,train,subject_disjoint,21.0
ami,028,028_front_ear.jpg,24,train,subject_disjoint,21.0
ami,028,028_left_ear.jpg,24,train,subject_disjoint,21.0
ami,028,028_zoom_ear.jpg,24,train,subject_disjoint,21.0
ami,030,030_down_ear.jpg,26,train,subject_disjoint,22.0
ami,030,030_front_ear.jpg,26,train,subject_disjoint,22.0
ami,030,030_right_ear.jpg,26,train,subject_disjoint,22.0
ami,030,030_up_ear.jpg,26,train,subject_disjoint,22.0
ami,030,030_zoom_ear.jpg,26,train,subject_disjoint,22.0
ami,031,031_back_ear.jpg,27,train,subject_disjoint,23.0
ami,031,031_front_ear.jpg,27,train,subject_disjoint,23.0
ami,031,031_right_ear.jpg,27,train,subject_disjoint,23.0
ami,031,031_up_ear.jpg,27,train,subject_disjoint,23.0
ami,031,031_zoom_ear.jpg,27,train,subject_disjoint,23.0
ami,034,034_back_ear.jpg,30,train,subject_disjoint,24.0
ami,034,034_front_ear.jpg,30,train,subject_disjoint,24.0
ami,034,034_left_ear.jpg,30,train,subject_disjoint,24.0
ami,034,034_right_ear.jpg,30,train,subject_disjoint,24.0
ami,034,034_up_ear.jpg,30,train,subject_disjoint,24.0
ami,035,035_back_ear.jpg,31,train,subject_disjoint,25.0
ami,035,035_down_ear.jpg,31,train,subject_disjoint,25.0
ami,035,035_front_ear.jpg,31,train,subject_disjoint,25.0
ami,035,035_left_ear.jpg,31,train,subject_disjoint,25.0
ami,035,035_right_ear.jpg,31,train,subject_disjoint,25.0
ami,036,036_down_ear.jpg,32,train,subject_disjoint,26.0
ami,036,036_front_ear.jpg,32,train,subject_disjoint,26.0
ami,036,036_right_ear.jpg,32,train,subject_disjoint,26.0
ami,036,036_up_ear.jpg,32,train,subject_disjoint,26.0
ami,036,036_zoom_ear.jpg,32,train,subject_disjoint,26.0
ami,039,039_back_ear.jpg,35,train,subject_disjoint,27.0
ami,039,039_front_ear.jpg,35,train,subject_disjoint,27.0
ami,039,039_left_ear.jpg,35,train,subject_disjoint,27.0
ami,039,039_up_ear.jpg,35,train,subject_disjoint,27.0
ami,039,039_zoom_ear.jpg,35,train,subject_disjoint,27.0
ami,040,040_back_ear.jpg,36,train,subject_disjoint,28.0
ami,040,040_down_ear.jpg,36,train,subject_disjoint,28.0
ami,040,040_right_ear.jpg,36,train,subject_disjoint,28.0
ami,040,040_up_ear.jpg,36,train,subject_disjoint,28.0
ami,040,040_zoom_ear.jpg,36,train,subject_disjoint,28.0
ami,041,041_down_ear.jpg,37,train,subject_disjoint,29.0
ami,041,041_front_ear.jpg,37,train,subject_disjoint,29.0
ami,041,041_left_ear.jpg,37,train,subject_disjoint,29.0
ami,041,041_right_ear.jpg,37,train,subject_disjoint,29.0
ami,041,041_up_ear.jpg,37,train,subject_disjoint,29.0
ami,044,044_down_ear.jpg,40,train,subject_disjoint,30.0
ami,044,044_front_ear.jpg,40,train,subject_disjoint,30.0
ami,044,044_left_ear.jpg,40,train,subject_disjoint,30.0
ami,044,044_right_ear.jpg,40,train,subject_disjoint,30.0
ami,044,044_up_ear.jpg,40,train,subject_disjoint,30.0
ami,045,045_back_ear.jpg,41,train,subject_disjoint,31.0
ami,045,045_left_ear.jpg,41,train,subject_disjoint,31.0
ami,045,045_right_ear.jpg,41,train,subject_disjoint,31.0
ami,045,045_up_ear.jpg,41,train,subject_disjoint,31.0
ami,045,045_zoom_ear.jpg,41,train,subject_disjoint,31.0
ami,047,047_back_ear.jpg,43,train,subject_disjoint,32.0
ami,047,047_down_ear.jpg,43,train,subject_disjoint,32.0
ami,047,047_front_ear.jpg,43,train,subject_disjoint,32.0
ami,047,047_left_ear.jpg,43,train,subject_disjoint,32.0
ami,047,047_zoom_ear.jpg,43,train,subject_disjoint,32.0
ami,048,048_back_ear.jpg,44,train,subject_disjoint,33.0
ami,048,048_front_ear.jpg,44,train,subject_disjoint,33.0
ami,048,048_left_ear.jpg,44,train,subject_disjoint,33.0
ami,048,048_up_ear.jpg,44,train,subject_disjoint,33.0
ami,048,048_zoom_ear.jpg,44,train,subject_disjoint,33.0
ami,053,053_back_ear.jpg,47,train,subject_disjoint,34.0
ami,053,053_down_ear.jpg,47,train,subject_disjoint,34.0
ami,053,053_left_ear.jpg,47,train,subject_disjoint,34.0
ami,053,053_up_ear.jpg,47,train,subject_disjoint,34.0
ami,053,053_zoom_ear.jpg,47,train,subject_disjoint,34.0
ami,054,054_back_ear.jpg,48,train,subject_disjoint,35.0
ami,054,054_down_ear.jpg,48,train,subject_disjoint,35.0
ami,054,054_front_ear.jpg,48,train,subject_disjoint,35.0
ami,054,054_right_ear.jpg,48,train,subject_disjoint,35.0
ami,054,054_up_ear.jpg,48,train,subject_disjoint,35.0
ami,057,057_back_ear.jpg,51,train,subject_disjoint,36.0
ami,057,057_front_ear.jpg,51,train,subject_disjoint,36.0
ami,057,057_left_ear.jpg,51,train,subject_disjoint,36.0
ami,057,057_right_ear.jpg,51,train,subject_disjoint,36.0
ami,057,057_zoom_ear.jpg,51,train,subject_disjoint,36.0
ami,062,062_back_ear.jpg,55,train,subject_disjoint,37.0
ami,062,062_down_ear.jpg,55,train,subject_disjoint,37.0
ami,062,062_left_ear.jpg,55,train,subject_disjoint,37.0
ami,062,062_right_ear.jpg,55,train,subject_disjoint,37.0
ami,062,062_up_ear.jpg,55,train,subject_disjoint,37.0
ami,065,065_back_ear.jpg,58,train,subject_disjoint,38.0
ami,065,065_front_ear.jpg,58,train,subject_disjoint,38.0
ami,065,065_right_ear.jpg,58,train,subject_disjoint,38.0
ami,065,065_up_ear.jpg,58,train,subject_disjoint,38.0
ami,065,065_zoom_ear.jpg,58,train,subject_disjoint,38.0
ami,066,066_back_ear.jpg,59,train,subject_disjoint,39.0
ami,066,066_front_ear.jpg,59,train,subject_disjoint,39.0
ami,066,066_right_ear.jpg,59,train,subject_disjoint,39.0
ami,066,066_up_ear.jpg,59,train,subject_disjoint,39.0
ami,066,066_zoom_ear.jpg,59,train,subject_disjoint,39.0
ami,067,067_back_ear.jpg,60,train,subject_disjoint,40.0
ami,067,067_left_ear.jpg,60,train,subject_disjoint,40.0
ami,067,067_right_ear.jpg,60,train,subject_disjoint,40.0
ami,067,067_up_ear.jpg,60,train,subject_disjoint,40.0
ami,067,067_zoom_ear.jpg,60,train,subject_disjoint,40.0
ami,068,068_back_ear.jpg,61,train,subject_disjoint,41.0
ami,068,068_front_ear.jpg,61,train,subject_disjoint,41.0
ami,068,068_left_ear.jpg,61,train,subject_disjoint,41.0
ami,068,068_up_ear.jpg,61,train,subject_disjoint,41.0
